studentRegNo,courseCode,grade
S13603,PSY163,D
S14688,PHY560,B
S13223,STAT183,D
S13934,PHY501,D
S14960,PHY537,F
S12411,CE472,A
S14994,STAT190,A
S10848,CYB353,A
S12191,PHY377,C
S10662,MATH462,B
S10711,POLI562,B
S12761,CYB110,C
S14016,MATH450,C
S11932,BIO141,A
S12243,MATH451,A
S12248,DS400,B
S10657,ECON418,F
S12613,DS147,C
S13212,CS187,B
S12263,MATH279,B
S13474,BIO262,F
S14352,STAT561,C
S14156,ECE323,A
S11754,CHEM326,B
S13674,CE336,A
S13793,ME162,A
S14712,HIST402,C
S11597,PHY537,C
S14956,PHY503,A
S13110,PHIL469,C
S10008,CYB440,D
S14009,PHIL426,A
S11040,CS187,C
S14730,SOC541,B
S11317,CE477,B
S12759,STAT193,B
S12377,SOC585,A
S10087,STAT212,C
S14071,POLI356,C
S10327,ECON315,F
S12349,ECE316,D
S14620,POLI257,C
S10718,BIO437,C
S14427,HIST312,B
S12490,SOC407,C
S13985,ECE456,B
S11584,STAT457,A
S11716,PHIL469,C
S11366,ECON293,C
S13298,POLI356,B
S11695,ECON340,B
S14023,SOC372,B
S12350,BIO267,B
S13166,SOC554,B
S10034,SOC396,A
S13428,ECE247,A
S14139,SOC157,A
S11229,PHIL188,B
S13772,CHEM289,A
S10622,CS170,A
S13221,CS256,C
S13059,STAT474,C
S14685,PHY243,D
S12582,CHEM289,F
S13633,POLI218,A
S14670,CS177,C
S13472,ECE316,A
S12074,DS351,B
S10019,ME203,F
S11246,PHIL512,C
S14114,HIST130,B
S10575,PHY131,A
S12089,CHEM261,B
S13510,DS239,A
S13766,ENG435,C
S14897,CYB408,D
S13918,CYB408,A
S11833,CHEM486,C
S11663,ECON225,B
S11604,PSY369,B
S13519,ECON383,B
S14519,ENG468,C
S14276,CS397,C
S11225,DS276,B
S13665,CHEM207,C
S13552,ECE594,B
S13103,ECON278,A
S11163,CS227,B
S14023,CHEM513,D
S14941,ME526,C
S11930,DS345,B
S14018,ENG219,C
S12948,HIST168,A
S14944,ENG367,A
S14230,DS230,F
S14889,ENG306,A
S11613,ECE575,A
S12370,STAT190,C
S12874,ENG129,B
S13798,MATH178,F
S11263,PHY309,C
S13554,ECE194,B
S10463,SOC330,B
S13742,SOC479,F
S14409,CYB536,B
S13630,DS443,C
S14929,PSY346,A
S10553,POLI411,A
S14720,CS324,B
S13524,POLI356,F
S14703,PHY558,C
S11779,HIST116,B
S13980,PHY243,A
S13477,ENG180,F
S11149,SOC298,A
S11928,ENG223,A
S14555,POLI454,B
S11538,PHY299,B
S14326,CS374,B
S14961,CYB156,C
S13349,CHEM486,B
S11732,PSY172,C
S10175,ME304,A
S12984,CHEM597,B
S12166,STAT339,B
S11670,PHIL406,C
S13897,BIO491,A
S13250,ME438,C
S12644,POLI117,A
S11145,ECON383,F
S12449,CS531,A
S12907,PSY368,C
S10067,ENG113,C
S14823,ECON567,B
S13552,PHY560,C
S14656,BIO182,C
S12193,SOC430,C
S12564,BIO453,A
S12676,ECE133,D
S10235,PHY258,B
S13827,CYB482,A
S14975,ECE349,B
S11848,CHEM528,B
S12634,CE220,F
S12405,CE416,C
S10821,STAT466,A
S14091,PHIL469,F
S14957,CHEM425,B
S11166,HIST176,A
S13516,POLI257,D
S13103,CYB473,C
S12652,PHY578,A
S10279,MATH105,A
S10091,PHIL169,B
S12976,SOC479,A
S13901,CS531,B
S13853,BIO491,D
S13579,CE455,C
S14403,POLI454,A
S12614,CHEM155,B
S11968,CS545,C
S14868,DS446,A
S13562,STAT364,D
S10307,ME354,B
S10052,ENG127,A
S10662,DS586,B
S14339,BIO552,F
S14656,STAT212,D
S11284,MATH542,A
S12116,DS231,B
S13572,POLI273,A
S11486,ME165,A
S14391,CHEM414,B
S10687,ECE197,C
S14684,MATH394,B
S10699,CS565,B
S14620,SOC407,A
S10424,CHEM222,C
S12595,PHY322,C
S14810,ECON567,A
S10108,ECON278,C
S13566,PHIL406,B
S10533,ENG106,D
S11709,BIO310,F
S10521,CHEM513,A
S10336,ENG460,D
S10926,DS132,B
S11562,ECON112,C
S14734,ECE506,C
S14344,HIST174,A
S12572,POLI167,B
S14255,SOC398,C
S14754,ECE555,C
S11105,POLI358,C
S11921,STAT103,C
S11532,CHEM382,B
S12954,ME173,A
S12942,SOC124,B
S10427,ME386,F
S10875,CHEM392,A
S13345,ENG127,B
S14475,POLI281,C
S14327,STAT390,B
S12158,PHIL413,F
S10556,CYB380,F
S12231,CE592,A
S11980,CE378,F
S13505,ME280,F
S13760,PSY135,C
S11529,CE563,B
S10421,MATH451,F
S12076,CYB361,B
S14337,HIST341,A
S13269,CYB294,A
S10224,DS539,C
S10387,ME526,B
S10055,PHIL399,C
S12529,DS239,C
S10885,SOC284,A
S10797,CS170,D
S11811,PHY569,B
S13416,CE302,C
S13081,CE321,D
S12949,CHEM114,F
S10170,MATH527,B
S12955,SOC429,B
S13750,SOC319,B
S14405,BIO556,C
S13901,BIO393,C
S12036,SOC398,A
S14930,POLI257,B
S11849,CE336,A
S14644,CS531,C
S11562,CHEM266,D
S10677,CE455,C
S14640,STAT474,F
S13175,CHEM513,D
S14853,PSY163,A
S13732,ECE316,F
S12228,ME354,A
S12527,PHIL195,B
S11866,PHY186,A
S10608,POLI516,C
S10402,CE166,B
S13412,ECON490,C
S11921,ENG348,B
S14523,CHEM155,C
S12042,STAT103,C
S14401,BIO224,A
S12155,CHEM289,F
S12047,DS351,B
S10107,ECE206,B
S11776,DS509,A
S11480,HIST363,B
S11256,ECON511,B
S12620,ENG306,F
S14525,STAT301,B
S14353,POLI117,C
S12733,BIO571,C
S10257,DS125,C
S14556,MATH394,C
S11763,CE378,A
S13843,ME526,B
S10435,ECON567,A
S12572,CHEM238,A
S14452,ENG452,C
S12728,CE332,B
S14586,CHEM425,A
S13939,CE332,C
S12242,MATH417,F
S10873,DS509,B
S14345,ECE366,D
S10937,PSY277,C
S10935,ECE589,B
S13503,BIO308,A
S14887,CE436,C
S12068,CYB156,B
S10291,ME101,D
S13331,CS570,B
S11159,POLI566,B
S13507,CS374,C
S12379,SOC538,C
S12724,CE220,C
S13268,STAT212,B
S14065,ME317,B
S14951,MATH417,D
S14911,SOC123,A
S11872,POLI241,B
S11087,ENG219,D
S14596,CS152,D
S11482,ECE194,B
S12206,CYB361,D
S10882,PSY369,C
S10792,PSY259,B
S11312,CYB380,B
S13308,CS211,C
S14403,CE581,A
S13064,DS484,A
S10710,BIO437,B
S11635,SOC139,C
S11613,DS276,B
S10895,POLI584,B
S10039,STAT183,B
S12371,HIST343,A
S12512,BIO333,F
S14732,PHY503,A
S11399,PHY483,A
S10903,ECON347,C
S10623,STAT412,C
S13336,SOC385,A
S11393,PSY277,B
S12794,CE441,F
S12239,ME438,A
S11765,DS424,C
S12573,ECE456,C
S14059,STAT255,A
S13665,POLI257,B
S10226,DS543,B
S14997,CHEM344,A
S13439,PHY153,C
S12844,BIO308,B
S13973,CS401,C
S10455,ENG297,A
S11989,SOC479,B
S11223,PHY268,A
S14145,CHEM119,C
S12135,CYB270,B
S14792,CYB559,F
S11032,POLI248,A
S11059,HIST363,F
S11940,PSY259,B
S10049,PHIL134,F
S10713,DS443,B
S13118,CYB228,C
S10960,STAT255,B
S11739,ECON225,B
S12863,CS531,A
S10789,PHIL519,B
S10783,POLI241,B
S10894,CYB294,C
S12447,SOC139,B
S13883,CHEM216,A
S13485,PHY558,F
S12212,STAT103,C
S10726,ME203,B
S14025,CE359,A
S10047,ECE349,A
S13066,PSY346,C
S12450,POLI562,B
S12552,SOC398,B
S12291,SOC398,D
S12942,BIO267,B
S11551,PHY377,B
S11742,CE296,B
S13825,PHIL189,C
S13492,DS471,A
S14239,DS125,B
S11976,PHY558,B
S10561,POLI295,D
S12547,PHY371,A
S13837,PHIL465,A
S11600,PHY433,D
S14870,STAT409,A
S10143,PHY503,B
S13155,POLI241,B
S10026,CE220,A
S10056,ECON293,C
S12143,PHIL283,C
S11018,CS445,C
S10389,CYB361,A
S14204,DS345,A
S10432,CHEM114,A
S13093,CHEM222,C
S11136,CHEM513,F
S11501,MATH185,A
S14065,ENG213,D
S12654,HIST130,B
S11700,HIST174,F
S13160,ECE555,A
S14793,SOC124,B
S11915,CHEM282,A
S11153,ME184,B
S12998,HIST233,C
S10429,ECE594,C
S12817,ECON540,A
S14614,STAT339,D
S12500,CS531,B
S11595,DS446,C
S14812,PHY322,B
S13447,HIST130,C
S10507,STAT466,A
S14601,ECON418,C
S11280,STAT339,B
S10090,BIO458,B
S12116,ENG435,C
S10937,PHY569,D
S12383,ECE146,C
S14980,CHEM414,D
S11639,PHY322,B
S12543,PSY467,A
S11281,STAT457,B
S12363,POLI553,D
S13506,PSY120,A
S11041,SOC376,C
S14711,BIO437,A
S11551,ECE366,B
S12949,ENG535,B
S11537,ECE375,C
S12614,CHEM572,C
S13008,STAT548,F
S14630,MATH185,A
S10522,CYB428,B
S13982,CHEM264,A
S12218,ECON418,B
S12911,ENG303,B
S10836,STAT183,B
S14203,ECON444,D
S12728,ECE323,A
S11541,SOC319,B
S13468,PSY277,C
S10477,CHEM207,A
S10026,STAT140,A
S10584,ECON225,A
S14225,ME352,B
S11722,CYB428,C
S12144,MATH191,A
S12353,CE477,B
S12750,ECE247,C
S12716,CHEM486,C
S12363,CS388,B
S11892,CE416,B
S14262,ECON596,A
S11041,CHEM285,A
S12345,PHY210,A
S11575,MATH580,B
S12038,ECE577,C
S11416,BIO593,A
S10517,CYB350,A
S12347,DS504,B
S10174,CE581,C
S14362,ECE470,C
S14629,ME514,C
S11242,CHEM597,C
S13852,CS152,F
S13897,POLI499,B
S10863,BIO108,B
S10629,CHEM119,D
S10165,STAT183,A
S10840,STAT466,A
S14768,POLI273,F
S10873,MATH191,A
S13420,CYB405,B
S11117,ECE197,A
S12908,POLI566,B
S12144,BIO599,A
S11345,PHY309,D
S11090,CYB311,C
S11045,DS158,B
S12616,ME203,F
S10871,CE272,C
S12184,CHEM264,A
S13217,CYB350,B
S13609,ME352,C
S10264,ECE492,D
S10642,POLI447,A
S12891,HIST489,C
S11704,MATH191,B
S12445,PHIL195,A
S11432,STAT461,C
S11557,CE272,B
S12201,HIST312,C
S10332,ECE206,A
S13169,POLI521,C
S11542,CS144,A
S12795,SOC327,A
S13727,BIO226,A
S14490,DS151,B
S12791,POLI273,A
S14580,CYB473,B
S11324,CHEM422,B
S11492,HIST549,A
S13518,CHEM245,A
S14778,ENG219,A
S14375,CE321,B
S10641,SOC407,C
S10101,PSY346,C
S13576,CYB353,F
S13211,PSY391,C
S14638,CS211,C
S10886,PSY391,F
S11010,SOC554,D
S14654,POLI248,C
S13769,DS239,B
S11419,CE220,F
S10683,PHIL406,C
S10071,CS118,A
S10745,CHEM285,B
S14050,HIST534,F
S14257,HIST489,B
S11783,PHY560,F
S13711,CHEM207,B
S11660,ME184,D
S10280,CE166,B
S14858,STAT409,B
S13559,POLI356,B
S14366,ENG288,D
S12200,POLI208,A
S13155,BIO182,F
S10486,CHEM464,C
S13318,POLI281,D
S10690,CS256,C
S12073,CS531,B
S13297,MATH475,B
S12377,PHY483,A
S10149,POLI274,B
S14057,ECE133,C
S11678,CS448,A
S11178,CE336,B
S13394,ECE121,C
S14471,SOC396,C
S14489,CE296,C
S14979,MATH196,F
S14271,STAT253,A
S11319,MATH196,A
S14647,POLI241,C
S11368,SOC479,A
S12831,MATH462,D
S14490,CE321,A
S11138,SOC429,F
S10040,CE487,C
S14195,CHEM155,C
S12232,SOC124,C
S14790,SOC159,B
S12473,PSY481,A
S10017,PHIL283,C
S14574,ECON278,A
S10648,ENG460,A
S12181,DS345,C
S14926,ENG452,B
S11795,PHY501,B
S10591,ECE555,A
S13374,STAT255,B
S12623,POLI454,B
S11795,BIO458,C
S11460,CYB246,B
S14912,ECE575,C
S10107,PHY533,B
S12076,ENG113,B
S10685,CE332,B
S12264,CS170,B
S11943,ECE575,C
S13278,ECON370,C
S11521,ECE331,C
S13543,PSY357,D
S10156,PSY391,A
S14496,CS152,A
S12512,PHY501,F
S13147,PHY299,A
S12127,BIO552,A
S14398,PSY120,C
S13999,CYB100,A
S14980,ECON490,D
S14808,STAT461,A
S13566,CS445,A
S10831,HIST525,D
S12606,ECON418,A
S13843,POLI274,C
S11931,STAT160,B
S11108,DS443,D
S11669,CHEM222,B
S13882,CYB100,B
S10421,POLI257,D
S11930,STAT339,C
S12831,ME381,B
S13012,ENG201,B
S14033,CS170,A
S10940,PHIL265,A
S11860,ECON112,A
S11526,CE272,F
S14713,ECON567,D
S12225,SOC327,C
S10550,ECE197,F
S11932,PSY135,F
S12922,ECE146,C
S14121,CHEM216,C
S14418,DS484,C
S12466,ENG180,A
S13541,ENG201,A
S12479,BIO552,A
S14857,MATH550,D
S10240,PHIL205,C
S12549,POLI454,C
S12021,PSY138,B
S13120,POLI427,B
S13106,CE321,B
S11697,SOC305,B
S11603,PHY268,A
S12469,CHEM266,A
S14219,CHEM486,C
S11741,PHIL171,D
S11772,HIST525,B
S12629,DS471,A
S14879,CS328,C
S14654,POLI208,C
S14883,HIST534,B
S13589,BIO333,B
S11965,CYB428,A
S11444,ECE161,C
S14064,CYB100,F
S13174,DS250,A
S13548,ECE247,A
S11607,ECE575,C
S10625,PHIL265,B
S11274,POLI257,B
S13770,PSY357,A
S13707,ECE555,B
S10876,ME304,A
S14075,DS424,A
S11552,PHY433,B
S10942,SOC229,A
S10135,CS445,B
S13116,SOC585,C
S13251,MATH202,D
S13386,PHY578,B
S13804,ECE577,A
S10607,PHIL195,F
S13327,POLI584,F
S12566,CE581,B
S13174,ECE349,B
S13940,STAT412,F
S13922,BIO437,B
S13926,CHEM422,D
S11523,ENG297,C
S13345,ENG463,A
S10729,BIO453,A
S11807,POLI167,B
S14595,CE477,D
S14506,SOC585,A
S10775,BIO524,B
S11400,CYB428,F
S13964,ECE161,C
S13152,PSY136,B
S14939,BIO244,C
S14424,ME280,A
S13765,POLI281,B
S11009,BIO599,B
S10340,PHIL507,A
S12319,SOC398,F
S11230,ENG303,A
S13430,HIST363,D
S11291,ECON596,B
S14639,CS260,C
S10586,POLI257,C
S10088,CYB389,F
S13133,PSY135,C
S13019,CHEM414,A
S11556,ENG180,C
S13701,ECON370,C
S14482,POLI358,B
S10354,ECE316,C
S11566,CE128,D
S11823,CYB246,C
S13953,CE477,D
S10583,STAT140,A
S11124,ECON340,A
S11138,POLI562,A
S14326,CHEM420,D
S12970,PHIL426,C
S12707,PSY459,D
S10797,CE455,C
S14854,CHEM420,A
S10288,CS337,A
S11613,SOC123,C
S11986,ME290,C
S11229,ENG213,A
S14431,CE416,C
S10553,CS154,C
S11975,CHEM420,C
S14772,ME354,C
S13846,CS570,C
S14432,POLI521,C
S14928,ENG180,B
S13832,PHY299,F
S14370,DS520,A
S13207,STAT103,C
S12400,STAT193,A
S13139,ME514,D
S13343,PHY268,A
S12094,MATH451,B
S14169,SOC292,B
S12218,ENG201,A
S13300,CS179,D
S13130,ECON370,A
S14563,CHEM425,B
S14636,CHEM414,C
S14813,POLI358,C
S11156,DS125,A
S14834,HIST363,A
S11707,MATH105,C
S14241,DS239,A
S11789,PHIL399,A
S12372,CYB559,A
S14503,SOC159,C
S10618,BIO458,F
S13588,HIST402,B
S11597,CYB110,C
S10010,CE332,C
S12290,CHEM392,F
S10432,CE544,B
S11958,PHY533,D
S13612,ECE149,D
S14838,MATH185,C
S10048,PSY172,C
S12301,BIO599,F
S12160,ECON490,F
S13353,CS144,C
S14848,STAT209,F
S13346,ME514,A
S10476,ECE366,C
S12707,MATH542,A
S13504,ENG219,A
S14144,PHY153,A
S10114,PHY560,C
S13954,CHEM464,C
S10626,CHEM119,A
S13366,ECON574,A
S12741,SOC407,B
S12673,ME165,B
S14375,CHEM207,B
S10685,BIO510,B
S12579,ME352,B
S10971,BIO310,B
S12277,PHIL465,B
S14099,POLI240,D
S10871,POLI521,A
S10480,CE505,F
S10482,SOC554,A
S14947,STAT432,A
S12772,ECE366,C
S12792,MATH450,A
S10806,CHEM382,B
S10665,PHY568,A
S10435,STAT148,B
S10373,POLI167,A
S13036,CS227,D
S14850,CHEM597,B
S11335,CYB361,C
S10797,PHY501,B
S10394,ECE375,A
S11151,POLI454,A
S13512,CHEM216,D
S13269,CYB353,D
S13237,DS125,A
S10778,ENG303,C
S11475,CS337,B
S14544,ECON384,B
S13838,ECON362,C
S13767,ECE590,A
S10628,PHY537,C
S14356,BIO217,B
S13634,CYB482,A
S10726,ENG106,C
S12093,SOC342,A
S10013,BIO421,C
S11348,ENG582,A
S10931,ENG460,A
S12441,ECON529,B
S12548,CHEM422,D
S10756,HIST525,C
S11917,CYB110,B
S12421,PHY258,B
S13804,SOC372,C
S12430,CE175,C
S14608,CYB311,A
S14748,ECE577,D
S10128,HIST489,A
S10749,HIST402,B
S14308,ENG468,C
S11852,BIO226,B
S10059,PHY131,B
S12982,STAT145,C
S11622,CHEM422,A
S10215,CHEM326,C
S13196,PSY136,B
S13171,PSY459,F
S13176,MATH450,C
S14557,MATH475,B
S13389,PSY259,C
S14411,CS445,F
S10253,CHEM576,C
S14003,POLI164,B
S14286,CS570,D
S10580,ECON362,A
S13188,BIO393,B
S11144,BIO215,C
S12084,CYB559,B
S12675,CHEM289,B
S12532,BIO355,C
S11401,ENG142,C
S14675,PHY309,D
S13307,MATH178,A
S14775,PSY138,B
S12232,PHIL399,C
S12412,SOC587,A
S11290,MATH542,A
S13595,CE128,C
S13197,ECE316,F
S14317,BIO571,B
S13587,HIST168,A
S14469,ECE506,B
S14544,MATH394,A
S12832,ECON362,F
S10417,CHEM513,D
S13943,PSY120,C
S12999,CE455,B
S11301,HIST525,B
S13180,CE592,B
S12279,DS151,C
S12584,CE302,B
S13748,STAT148,B
S10918,CHEM597,A
S10973,PHIL171,A
S14048,BIO109,A
S10144,POLI454,B
S14312,ENG493,C
S13008,PSY391,B
S14830,CHEM513,A
S13352,STAT193,B
S12777,CS170,B
S13449,STAT140,B
S11946,MATH196,B
S14975,BIO508,C
S12114,CS374,A
S14224,BIO313,A
S14231,SOC479,F
S10082,PHIL519,B
S12295,ENG588,A
S14855,CYB408,D
S14063,SOC376,B
S11071,CE523,D
S10027,ECE133,C
S11794,STAT561,C
S14630,CE523,A
S14629,ECE107,B
S10388,BIO226,B
S13443,DS276,C
S14646,ME438,D
S10868,BIO556,B
S12778,CE321,B
S10003,CE175,D
S13687,CYB380,B
S14897,SOC123,C
S10461,ME173,C
S13776,BIO476,C
S10056,CHEM238,B
S13235,STAT409,D
S14873,ECON490,C
S10912,STAT364,C
S14273,ECON315,D
S14346,CHEM486,B
S13116,HIST168,B
S13396,STAT140,B
S11588,PHY299,F
S13891,POLI553,A
S13749,BIO262,A
S13367,STAT466,F
S14673,STAT461,B
S11473,ENG452,B
S10813,PHIL283,D
S14425,ECON423,C
S14422,CE378,C
S12169,ECE149,C
S12112,BIO267,D
S13642,ECON485,D
S10290,CHEM285,A
S14368,ECON511,F
S12767,ECE577,B
S12638,HIST320,A
S12419,CS531,D
S10658,CE378,C
S14396,SOC372,C
S13157,CHEM326,B
S14847,STAT466,B
S10204,DS151,A
S14702,SOC157,F
S11645,PSY369,B
S13590,BIO571,B
S10661,ENG252,D
S10179,DS151,A
S14406,DS539,B
S14522,SOC554,C
S14471,CS439,C
S10615,SOC579,D
S10136,PHIL249,B
S12555,HIST343,B
S11605,PHIL507,B
S13604,ECON574,C
S11766,BIO310,C
S13944,PHY568,A
S10388,POLI356,C
S10094,ENG223,B
S12430,PHY258,B
S14096,CHEM245,D
S12039,BIO593,C
S10514,BIO599,C
S10344,DS543,F
S12636,HIST251,F
S13170,SOC387,B
S13990,PSY335,D
S11541,ENG129,C
S13868,CYB389,F
S14693,MATH417,A
S14678,STAT412,C
S14103,ECE532,C
S12284,ENG303,B
S10558,CHEM338,A
S14704,ME290,A
S10324,PHY210,C
S12876,ENG306,C
S11335,PSY263,B
S13259,HIST168,A
S14874,POLI117,A
S10211,PSY277,B
S14836,CS598,C
S13060,STAT111,A
S10448,BIO491,B
S12246,CE137,B
S13131,CS448,A
S13066,CE472,B
S11281,ME354,B
S11267,BIO510,D
S11535,STAT111,A
S13694,PSY263,B
S11465,POLI521,F
S11737,CS388,C
S12624,ECE199,B
S10962,PSY481,A
S13916,MATH462,B
S10236,ECE594,F
S13738,ECE194,A
S11773,MATH178,D
S12287,PHY365,F
S11583,HIST525,C
S11863,BIO431,B
S13945,PHY569,B
S14026,HIST343,C
S12219,PHY578,B
S14467,CHEM266,A
S11525,POLI241,A
S12404,POLI358,B
S13428,STAT432,F
S14950,ECON360,F
S10288,SOC554,B
S12940,HIST343,D
S12341,ECE323,C
S14338,POLI273,C
S13596,ME381,B
S12451,MATH287,A
S14765,MATH191,B
S13673,STAT390,A
S13161,ECE375,C
S14583,SOC587,B
S13264,PSY277,A
S14271,DS351,F
S11702,BIO267,A
S14511,STAT339,B
S13221,ENG223,B
S10556,POLI240,B
S13919,CYB440,B
S12462,SOC327,F
S11612,PHIL399,B
S10633,ENG588,F
S10149,ECE198,A
S14398,CS324,D
S11466,ME354,B
S14657,SOC585,B
S10448,PSY547,B
S14418,POLI358,C
S13129,CS324,C
S12316,CYB473,F
S10075,BIO269,C
S10249,CYB440,D
S12657,ECON340,B
S12425,ENG306,A
S10570,POLI307,A
S13333,BIO269,A
S13315,DS539,B
S10928,PSY277,A
S11086,DS132,B
S10587,DS446,D
S14270,POLI164,C
S14110,CYB428,D
S10384,SOC372,C
S13523,ME438,B
S12579,PHY503,A
S12076,ECE323,D
S10434,PHY501,C
S14048,ECE107,C
S12866,STAT390,A
S13397,CS337,A
S12742,CHEM289,C
S11351,ECE194,B
S10637,CE477,A
S13160,ECE589,F
S12743,MATH178,C
S14924,SOC284,C
S14597,ECE331,F
S11602,CS570,B
S13107,CE378,A
S10046,CE581,D
S11303,BIO508,D
S11018,ENG142,A
S10661,POLI356,A
S11172,ENG142,C
S14921,PHY365,A
S14371,DS230,B
S12580,ME517,D
S12948,CS328,C
S12020,POLI248,C
S11774,HIST176,C
S11875,BIO552,C
S11542,ME165,F
S10543,ME381,C
S11974,HIST312,B
S12151,CE419,B
S14202,CYB428,A
S12224,PHY299,C
S14073,PHIL205,A
S13712,BIO556,B
S12235,CE487,B
S11160,SOC342,A
S11552,CHEM338,A
S11176,SOC232,F
S13214,HIST534,C
S12266,ECON278,C
S10238,CYB408,A
S13270,CHEM576,D
S14699,ENG252,B
S11625,CS598,A
S13413,CE175,F
S13487,POLI248,B
S12716,PSY357,D
S14638,HIST402,C
S11453,ECON237,B
S12461,PHY299,F
S11986,ENG142,A
S14341,MATH450,B
S11145,MATH451,F
S14744,POLI584,A
S12504,PHIL399,A
S14645,CE523,A
S14224,DS147,C
S11173,CS170,A
S10606,POLI274,C
S11134,SOC430,C
S12899,STAT140,A
S14174,PHIL242,A
S12381,DS530,A
S13176,BIO442,B
S11883,CYB350,A
S14402,ECON540,F
S14080,HIST343,B
S10441,DS484,A
S11441,PHY181,F
S13530,ENG113,B
S12350,HIST489,D
S14173,CYB482,B
S11316,CE318,B
S12101,MATH550,B
S13458,DS239,F
S11795,SOC139,C
S11710,PHIL171,A
S11900,CE378,F
S12899,PHY515,B
S13658,STAT466,B
S13941,CE220,A
S12912,CYB380,B
S11425,SOC139,C
S12274,ECON490,B
S13437,ENG379,A
S12223,PHIL205,A
S11115,CS448,C
S10654,HIST176,B
S12995,ENG582,B
S14257,STAT200,C
S11379,ENG452,A
S13909,CE378,A
S10909,ME165,F
S12702,STAT339,A
S13379,SOC330,F
S13745,BIO355,D
S11527,DS530,D
S12077,CYB559,C
S12814,STAT253,C
S13841,CHEM266,C
S13588,PSY135,A
S10902,CHEM291,D
S13401,DS509,B
S13985,CHEM207,A
S10339,CE166,B
S13171,ECON511,B
S14926,DS471,D
S11890,CHEM392,F
S13501,ECON370,B
S14206,STAT209,C
S10102,DS509,C
S11575,SOC538,B
S12825,PSY357,C
S11107,ECON293,A
S11535,CE455,D
S12866,POLI117,D
S14021,DS424,A
S11266,PHY299,B
S10904,PSY481,A
S11927,ME381,C
S11330,ECE575,D
S14483,ME115,B
S13561,BIO599,B
S12519,PSY391,F
S10342,ECON293,C
S12563,SOC396,C
S10021,CE472,C
S10958,CS388,D
S12188,STAT212,C
S11963,DS276,B
S11547,CS397,B
S10218,PHIL188,A
S10633,SOC541,A
S14167,HIST341,A
S10361,ECON591,A
S14403,STAT546,A
S11047,CE128,B
S11075,PHY483,A
S14438,DS400,A
S12943,CE296,F
S10403,ECON370,C
S10248,PHIL249,B
S10580,HIST534,B
S10127,MATH542,A
S13851,MATH542,B
S12159,ME514,B
S12887,CYB559,C
S10816,ENG493,A
S13990,ECE198,C
S13212,ENG314,B
S13300,HIST363,B
S14117,DS286,B
S13519,PHY498,A
S13808,SOC585,F
S10992,ME317,A
S12853,ENG127,A
S12501,PHY560,D
S10127,STAT301,D
S11632,POLI164,C
S10498,ECE577,C
S12862,CS179,D
S12255,PHY568,A
S13501,POLI411,D
S12571,HIST320,D
S13125,CS374,B
S13824,ENG303,C
S12083,BIO310,C
S10983,PHIL242,A
S14137,CS256,A
S10041,PHY578,F
S10110,CHEM528,C
S11734,HIST489,F
S13633,MATH234,A
S14182,CHEM238,B
S10799,BIO108,C
S11968,CE359,D
S11560,ECE590,A
S12663,PHY533,C
S14441,BIO453,A
S13939,CE318,C
S11347,CYB428,C
S11712,ENG468,A
S12699,PHY122,A
S12260,STAT160,B
S13316,ENG288,B
S13453,ME517,B
S10346,STAT457,C
S10292,BIO109,D
S14902,CS144,D
S11004,PHY371,D
S11332,SOC429,C
S14092,POLI411,C
S11763,CHEM420,F
S12468,ECON360,C
S10698,CYB246,A
S13233,ECON596,C
S13185,BIO593,F
S11845,CS144,F
S12847,DS424,B
S14306,SOC124,C
S14123,PSY346,B
S12772,PSY335,B
S11736,CYB156,B
S11829,BIO476,C
S11112,MATH580,A
S10444,CYB440,C
S12300,POLI240,B
S14390,ECE577,C
S10135,PHY153,C
S14437,CS144,A
S13005,STAT466,F
S12443,CYB536,A
S12528,STAT190,C
S11317,DS586,B
S12292,PHIL265,B
S10538,ECON340,D
S13676,CS227,A
S13990,ME438,A
S10386,ECE316,B
S13290,PHY122,B
S14628,ECE349,A
S13874,PSY395,A
S10311,BIO373,A
S13179,ME184,C
S13936,STAT339,B
S14897,MATH410,C
S10002,PHY322,C
S12463,SOC159,B
S13180,MATH105,C
S12944,CE296,B
S10821,ECE143,D
S14555,PHIL195,C
S11062,MATH542,A
S10142,PSY346,B
S13528,STAT255,A
S14604,ME514,A
S14793,ME352,B
S11623,BIO453,B
S10924,ECE590,B
S11102,POLI356,C
S13342,SOC396,A
S13311,ECE161,C
S12619,BIO431,B
S13538,CS211,B
S12598,BIO437,B
S14845,ECON591,B
S12291,CE441,C
S11413,CHEM114,B
S14651,BIO556,C
S11254,POLI273,C
S14331,PHY496,A
S10088,ENG201,C
S12864,BIO373,A
S14520,BIO497,B
S13323,CHEM420,F
S12012,DS230,C
S10793,ENG468,D
S10321,CE359,B
S11904,POLI248,F
S14475,CHEM222,F
S14980,ME526,C
S11527,DS325,C
S11340,SOC579,B
S13624,CE359,C
S12363,SOC124,B
S11539,CS170,F
S14111,STAT140,F
S10728,ENG297,C
S10704,PHY560,F
S13702,CYB440,A
S10055,BIO215,B
S11429,ENG127,F
S14025,STAT546,A
S10541,BIO355,B
S13727,CE487,F
S10864,SOC342,C
S10543,PSY357,B
S14329,CHEM102,A
S10509,CHEM114,C
S10739,CHEM216,A
S11380,PHIL469,A
S14485,CS401,A
S10065,STAT140,A
S12025,MATH527,C
S14675,BIO182,A
S14575,MATH542,C
S10639,CS397,A
S14030,MATH580,A
S12364,CS227,C
