studentRegNo,courseCode,grade,semester,enrollmentYear
S13690,STAT340,B,FALL,2026
S13690,ECE104,C,SPRING,2022
S13690,DS195,C,FALL,2022
S13690,PSY163,B,SUMMER,2023
S13690,STAT489,C,SPRING,2025
S13690,CS435,A,WINTER,2022
S13690,ENG492,C,WINTER,2026
S13690,POLI150,A,WINTER,2023
S13690,STAT222,F,SPRING,2024
S13690,DS127,B,SUMMER,2022
S13690,CS464,F,SUMMER,2023
S13690,POLI284,A,SUMMER,2024
S13690,BIO133,A,SPRING,2023
S13690,PHIL542,A,SUMMER,2026
S13690,DS587,A,FALL,2024
S13690,CE200,A,SUMMER,2022
S13690,PSY102,B,SPRING,2022
S13690,BIO178,B,FALL,2024
S13690,PSY534,B,SPRING,2023
S13690,PHY147,A,SUMMER,2023
S13690,CS325,F,FALL,2022
S13690,PSY204,C,SUMMER,2022
S13691,CYB256,C,FALL,2024
S13691,SOC401,A,SUMMER,2026
S13691,POLI529,A,FALL,2026
S13691,CYB290,B,WINTER,2025
S13691,CE517,A,SPRING,2026
S13691,DS410,C,SUMMER,2023
S13691,HIST126,A,SUMMER,2025
S13691,POLI224,F,FALL,2022
S13691,ME359,C,WINTER,2025
S13691,PHY508,B,SPRING,2023
S13691,PHY581,F,SPRING,2024
S13691,CYB258,F,SPRING,2023
S13691,PHIL221,C,WINTER,2023
S13691,DS547,A,SUMMER,2024
S13691,CS464,F,SPRING,2022
S13691,CHEM442,A,FALL,2025
S13691,DS584,F,SPRING,2024
S13691,PHIL269,B,SUMMER,2022
S13691,BIO218,B,SPRING,2022
S13691,STAT340,C,WINTER,2025
S13691,PHIL356,D,FALL,2026
S13691,ME456,A,FALL,2024
S13691,MATH425,C,WINTER,2024
S13691,ECE525,B,SUMMER,2022
S13691,SOC546,C,FALL,2025
S13691,STAT452,C,WINTER,2022
S13691,PHIL278,C,FALL,2023
S13691,PHIL513,A,FALL,2025
S13691,BIO273,B,FALL,2026
S13691,PSY558,B,SPRING,2026
S13692,CHEM193,C,FALL,2023
S13692,BIO551,B,WINTER,2026
S13692,SOC246,C,FALL,2026
S13692,DS495,A,WINTER,2022
S13692,CE121,A,WINTER,2024
S13692,CE152,A,SUMMER,2025
S13692,HIST151,A,FALL,2026
S13692,PSY419,C,SPRING,2023
S13692,CHEM457,D,FALL,2025
S13692,ENG465,A,FALL,2026
S13692,ECON373,A,WINTER,2025
S13692,PSY460,A,FALL,2025
S13692,CHEM378,F,WINTER,2022
S13692,ENG368,A,SPRING,2023
S13692,CS367,F,FALL,2026
S13692,ECE244,A,SPRING,2026
S13692,CE190,B,WINTER,2024
S13692,PHY390,B,SUMMER,2023
S13692,CYB449,F,SPRING,2025
S13692,CHEM520,B,FALL,2026
S13692,HIST271,D,FALL,2025
S13692,PHIL308,B,WINTER,2022
S13692,SOC124,B,FALL,2022
S13692,BIO133,B,SPRING,2026
S13692,ECON349,D,SUMMER,2022
S13692,CYB198,A,FALL,2024
S13692,BIO143,B,SUMMER,2026
S13692,PHY388,C,FALL,2022
S13692,ECON436,B,WINTER,2023
S13692,PHIL183,B,SPRING,2022
S13693,CS210,A,FALL,2023
S13693,POLI397,F,SPRING,2023
S13693,BIO320,B,FALL,2022
S13693,DS195,C,WINTER,2023
S13693,CYB290,B,SPRING,2023
S13693,PHY483,B,WINTER,2022
S13693,CHEM457,D,WINTER,2022
S13693,CE521,A,SUMMER,2022
S13693,STAT452,C,FALL,2024
S13693,PHIL269,B,SUMMER,2025
S13693,CE402,A,FALL,2022
S13693,SOC214,C,SUMMER,2024
S13693,MATH386,A,WINTER,2024
S13693,BIO539,C,SPRING,2022
S13693,ENG266,B,SPRING,2023
S13693,CE352,D,SUMMER,2023
S13693,ME493,D,WINTER,2023
S13693,CS302,A,SUMMER,2022
S13693,ENG369,B,WINTER,2025
S13693,BIO552,F,SUMMER,2023
S13693,MATH506,A,SUMMER,2023
S13693,ECON233,B,SUMMER,2024
S13693,ECE468,C,WINTER,2024
S13693,CS305,A,SUMMER,2023
S13693,BIO207,C,WINTER,2025
S13693,PSY276,A,SPRING,2023
S13693,CE597,B,SUMMER,2026
S13693,ECE238,A,SUMMER,2022
S13693,HIST288,C,SUMMER,2025
S13693,BIO169,B,WINTER,2026
S13694,CS247,A,WINTER,2022
S13694,DS162,B,WINTER,2024
S13694,MATH503,F,SUMMER,2025
S13694,PHY599,B,FALL,2024
S13694,PSY209,B,SPRING,2023
S13694,CHEM582,A,SPRING,2026
S13694,ME498,A,SUMMER,2025
S13694,MATH502,A,WINTER,2023
S13694,CS112,C,SPRING,2023
S13694,CS305,A,SPRING,2023
S13694,POLI234,C,SUMMER,2023
S13694,BIO260,A,FALL,2024
S13694,POLI516,A,SUMMER,2024
S13694,PHY561,A,FALL,2024
S13694,CYB569,B,SUMMER,2025
S13694,CHEM507,C,SPRING,2023
S13694,POLI296,D,SPRING,2022
S13694,ECON261,A,WINTER,2023
S13694,ECON233,B,SUMMER,2024
S13694,BIO440,B,WINTER,2026
S13694,CYB389,F,SPRING,2022
S13694,BIO485,A,SUMMER,2026
S13694,BIO596,B,FALL,2024
S13694,PSY204,B,WINTER,2024
S13694,CE239,B,FALL,2022
S13694,MATH591,A,WINTER,2022
S13694,ECON514,B,SPRING,2024
S13694,SOC473,C,SUMMER,2023
S13694,CE490,B,WINTER,2026
S13694,ENG250,A,SPRING,2022
S13695,STAT565,C,SPRING,2022
S13695,ME257,C,SUMMER,2024
S13695,DS196,C,SUMMER,2023
S13695,CE490,A,FALL,2026
S13695,CE200,D,SUMMER,2025
S13695,PHY380,B,SUMMER,2023
S13695,DS587,C,FALL,2023
S13695,POLI588,B,SPRING,2024
S13695,CHEM193,C,WINTER,2023
S13695,POLI215,D,FALL,2026
S13695,POLI522,C,FALL,2024
S13695,PHIL513,A,SUMMER,2024
S13695,STAT241,C,SUMMER,2023
S13695,CE402,B,FALL,2025
S13695,ECON373,A,WINTER,2026
S13695,POLI361,B,WINTER,2023
S13695,CS464,A,WINTER,2023
S13695,CYB458,B,WINTER,2022
S13695,ECON576,B,SUMMER,2022
S13695,PSY295,F,SUMMER,2025
S13695,CE152,C,SPRING,2023
S13695,PHY350,C,SUMMER,2024
S13695,PSY419,C,SPRING,2025
S13695,POLI438,C,SPRING,2024
S13695,ENG430,D,SUMMER,2023
S13695,SOC246,B,SPRING,2024
S13695,BIO551,C,SUMMER,2026
S13695,CE487,B,FALL,2023
S13695,CHEM570,A,SUMMER,2022
S13695,DS416,C,SPRING,2022
S13696,PSY295,C,FALL,2023
S13696,POLI277,D,SUMMER,2023
S13696,POLI438,C,SPRING,2026
S13696,CHEM528,F,SPRING,2025
S13696,CS435,F,WINTER,2024
S13696,HIST166,C,SUMMER,2026
S13696,ME165,D,FALL,2022
S13696,POLI284,A,WINTER,2023
S13696,CYB449,D,SUMMER,2022
S13696,POLI522,F,SUMMER,2023
S13696,CYB476,B,WINTER,2022
S13696,PHIL269,A,SUMMER,2026
S13696,CE535,D,SUMMER,2023
S13696,PHY161,B,SUMMER,2023
S13696,CHEM202,C,SUMMER,2022
S13696,SOC445,C,WINTER,2025
S13696,ENG159,B,SUMMER,2025
S13696,ECE566,D,WINTER,2026
S13696,CYB223,A,SPRING,2022
S13696,CE164,A,FALL,2022
S13696,CE568,A,WINTER,2024
S13696,ENG185,A,SUMMER,2026
S13696,POLI296,B,FALL,2023
S13696,ECON116,A,SPRING,2026
S13696,CYB251,B,FALL,2024
S13696,CE200,B,FALL,2022
S13696,PHIL462,B,SPRING,2022
S13696,PHIL567,C,SPRING,2025
S13696,BIO178,C,FALL,2023
S13696,CYB256,B,SUMMER,2024
S13697,PHY318,C,SUMMER,2025
S13697,STAT565,B,WINTER,2026
S13697,PHIL356,C,WINTER,2025
S13697,PHY147,F,SUMMER,2025
S13697,PHIL308,C,SUMMER,2025
S13697,CHEM245,B,SUMMER,2023
S13697,CHEM193,C,FALL,2023
S13697,MATH113,B,SUMMER,2025
S13697,ME311,B,SPRING,2024
S13697,ECE238,B,FALL,2023
S13697,BIO272,A,SPRING,2023
S13697,HIST191,B,FALL,2024
S13697,CE517,A,SUMMER,2025
S13697,DS184,B,SPRING,2022
S13697,CE394,B,WINTER,2026
S13697,ECON427,C,SPRING,2023
S13697,ECON349,A,FALL,2024
S13697,PHY599,B,SPRING,2026
S13697,ME160,A,SPRING,2024
S13697,MATH506,C,SPRING,2022
S13697,ENG266,D,SPRING,2022
S13697,PHY243,F,SPRING,2025
S13697,ME536,A,FALL,2023
S13697,DS217,B,SPRING,2025
S13697,SOC412,B,SPRING,2026
S13697,CYB511,C,SPRING,2022
S13697,SOC472,B,WINTER,2024
S13697,ME456,A,SPRING,2023
S13697,PHY441,C,WINTER,2022
S13697,CYB343,F,WINTER,2026
S13698,POLI292,C,WINTER,2025
S13698,ECE338,C,WINTER,2025
S13698,MATH129,C,WINTER,2024
S13698,DS444,A,FALL,2026
S13698,ME242,B,SUMMER,2023
S13698,STAT404,A,SUMMER,2024
S13698,STAT489,C,WINTER,2025
S13698,SOC248,A,SPRING,2026
S13698,POLI215,C,WINTER,2025
S13698,CS377,A,WINTER,2022
S13698,CS571,F,SPRING,2025
S13698,CS560,C,SPRING,2022
S13698,ECE383,A,SPRING,2025
S13698,ECON117,B,SUMMER,2025
S13698,PHY581,D,SUMMER,2026
S13698,POLI296,C,WINTER,2022
S13698,POLI148,A,WINTER,2025
S13698,PHY303,C,SUMMER,2025
S13698,ECE244,C,SUMMER,2024
S13698,CHEM135,C,SPRING,2024
S13698,ENG474,C,SUMMER,2022
S13698,STAT340,B,SPRING,2026
S13698,HIST187,B,WINTER,2025
S13698,BIO347,D,FALL,2026
S13698,CYB174,C,SPRING,2022
S13698,PHY119,B,WINTER,2024
S13698,STAT467,C,WINTER,2022
S13698,SOC504,C,WINTER,2024
S13698,CS586,B,WINTER,2024
S13698,DS196,B,SUMMER,2025
S13699,ME311,A,SPRING,2026
S13699,STAT489,D,SUMMER,2026
S13699,PHY243,C,WINTER,2023
S13699,BIO139,A,FALL,2024
S13699,PSY276,B,WINTER,2022
S13699,CYB476,C,FALL,2026
S13699,CHEM319,D,WINTER,2024
S13699,CS240,C,SPRING,2022
S13699,CHEM528,D,SUMMER,2022
S13699,SOC353,A,WINTER,2026
S13699,ENG125,B,SPRING,2026
S13699,PHY488,C,SPRING,2025
S13699,POLI296,C,SUMMER,2024
S13699,STAT565,A,SUMMER,2026
S13699,BIO218,A,FALL,2022
S13699,POLI516,A,FALL,2023
S13699,ENG185,F,FALL,2024
S13699,CHEM439,A,SPRING,2025
S13699,HIST286,A,FALL,2023
S13699,DS156,A,WINTER,2024
S13699,POLI301,C,WINTER,2026
S13699,PHIL513,C,WINTER,2023
S13699,POLI292,D,WINTER,2022
S13699,ECE549,C,SPRING,2026
S13699,CS550,B,SPRING,2023
S13699,CYB337,B,SPRING,2023
S13699,STAT467,A,FALL,2024
S13699,PSY295,B,SPRING,2022
S13699,PSY384,A,SUMMER,2023
S13699,PHY433,A,WINTER,2025
S13700,ME165,B,SPRING,2026
S13700,HIST151,A,FALL,2026
S13700,PHY488,C,SPRING,2026
S13700,BIO272,C,SUMMER,2023
S13700,ECON579,B,FALL,2022
S13700,ME532,A,SUMMER,2022
S13700,PHIL168,A,SPRING,2023
S13700,CE181,A,SUMMER,2023
S13700,ENG185,C,SPRING,2024
S13700,BIO105,B,SPRING,2024
S13700,STAT206,B,SUMMER,2025
S13700,BIO230,B,SUMMER,2023
S13700,CS109,B,WINTER,2026
S13700,STAT437,B,SPRING,2025
S13700,POLI292,B,SPRING,2026
S13700,CE149,F,SUMMER,2026
S13700,CE201,A,SPRING,2023
S13700,DS395,B,SUMMER,2025
S13700,STAT565,C,FALL,2025
S13700,DS444,A,SUMMER,2026
S13700,BIO463,A,SUMMER,2025
S13700,BIO434,C,WINTER,2022
S13700,POLI284,C,SUMMER,2025
S13700,PSY531,C,SPRING,2025
S13700,MATH375,B,SPRING,2022
S13700,POLI432,B,FALL,2024
S13700,STAT363,C,FALL,2025
S13700,ENG471,C,SPRING,2023
S13700,ENG266,C,SUMMER,2024
S13700,BIO596,A,WINTER,2024
S13702,BIO539,A,SPRING,2024
S13702,CE402,B,SUMMER,2022
S13702,HIST166,A,FALL,2024
S13702,ECON281,C,FALL,2022
S13702,POLI361,A,SUMMER,2022
S13702,POLI137,D,SUMMER,2022
S13702,SOC466,B,WINTER,2024
S13702,CS279,B,WINTER,2025
S13702,POLI301,D,FALL,2022
S13702,CYB223,C,SUMMER,2026
S13702,STAT452,A,SUMMER,2024
S13702,CHEM431,A,SPRING,2023
S13702,POLI277,A,FALL,2025
S13702,PSY384,B,SUMMER,2024
S13702,DS195,B,SPRING,2025
S13702,CE121,B,SPRING,2024
S13702,CS240,A,SUMMER,2026
S13702,STAT363,B,SUMMER,2025
S13702,PHIL275,B,SUMMER,2024
S13702,PHY119,C,WINTER,2023
S13702,CYB153,A,FALL,2022
S13702,MATH502,B,SUMMER,2025
S13702,CHEM332,B,SUMMER,2022
S13702,PHY236,A,WINTER,2026
S13702,ECON330,A,SUMMER,2023
S13702,CS112,B,SPRING,2024
S13702,PHIL462,A,FALL,2025
S13702,POLI555,B,FALL,2022
S13702,CYB290,C,WINTER,2026
S13702,ENG185,B,SPRING,2026
S13703,DS186,A,WINTER,2025
S13703,BIO220,A,FALL,2025
S13703,POLI224,B,WINTER,2026
S13703,STAT500,B,SPRING,2022
S13703,CHEM393,D,FALL,2026
S13703,CS367,C,FALL,2024
S13703,BIO440,C,SUMMER,2024
S13703,ECE331,B,FALL,2025
S13703,ENG548,D,SUMMER,2024
S13703,POLI397,A,SUMMER,2022
S13703,ECON233,C,FALL,2025
S13703,CYB403,A,FALL,2026
S13703,CS109,B,SUMMER,2022
S13703,ENG583,D,WINTER,2022
S13703,ECON313,D,SUMMER,2025
S13703,POLI301,C,SPRING,2025
S13703,ECE407,A,WINTER,2023
S13703,ECE176,A,SUMMER,2022
S13703,MATH375,B,WINTER,2025
S13703,MATH386,F,FALL,2022
S13703,PHY590,A,WINTER,2026
S13703,ECE413,B,WINTER,2026
S13703,PSY276,B,SUMMER,2022
S13703,HIST259,A,FALL,2022
S13703,DS217,D,SPRING,2025
S13703,MATH113,B,SUMMER,2022
S13703,HIST271,C,SUMMER,2023
S13703,ENG266,D,WINTER,2025
S13703,CHEM285,F,WINTER,2025
S13703,CS586,B,WINTER,2025
S13704,CYB174,A,SUMMER,2024
S13704,DS182,D,SPRING,2024
S13704,HIST289,F,WINTER,2022
S13704,SOC248,C,SUMMER,2025
S13704,CE249,B,FALL,2025
S13704,CE164,C,SUMMER,2026
S13704,SOC466,B,SPRING,2024
S13704,DS547,D,SPRING,2023
S13704,ME493,A,FALL,2026
S13704,CHEM194,F,SPRING,2024
S13704,PHIL278,C,SUMMER,2024
S13704,POLI522,B,WINTER,2026
S13704,BIO100,C,SPRING,2024
S13704,ENG125,F,WINTER,2026
S13704,ECON579,A,SUMMER,2023
S13704,ECE385,C,SPRING,2024
S13704,ECON299,A,FALL,2025
S13704,ECON228,B,FALL,2024
S13704,STAT222,B,FALL,2026
S13704,CS526,C,FALL,2026
S13704,ECON261,C,FALL,2022
S13704,CE521,B,SPRING,2024
S13704,BIO374,C,SPRING,2024
S13704,CHEM378,B,SPRING,2025
S13704,BIO485,D,WINTER,2024
S13704,CHEM193,A,FALL,2026
S13704,MATH213,C,SPRING,2022
S13704,PSY324,B,FALL,2024
S13704,MATH477,A,FALL,2022
S13704,POLI137,A,SUMMER,2024
S13705,ME257,C,FALL,2022
S13705,HIST428,C,SUMMER,2025
S13705,PHIL494,C,FALL,2023
S13705,ECE422,D,SUMMER,2024
S13705,CE517,A,SUMMER,2022
S13705,CYB251,C,WINTER,2024
S13705,ECON312,D,FALL,2024
S13705,PHY372,C,WINTER,2024
S13705,CHEM393,C,WINTER,2023
S13705,HIST126,B,FALL,2023
S13705,CYB223,B,SUMMER,2022
S13705,HIST286,A,WINTER,2024
S13705,BIO539,C,WINTER,2026
S13705,PHY318,A,FALL,2022
S13705,MATH477,B,SPRING,2025
S13705,CE149,D,SPRING,2022
S13705,SOC564,F,SUMMER,2023
S13705,CHEM378,D,SUMMER,2022
S13705,PHIL513,B,FALL,2022
S13705,PSY426,A,WINTER,2023
S13705,CS370,C,SPRING,2023
S13705,PHY243,D,WINTER,2026
S13705,ME406,D,SUMMER,2022
S13705,ECON233,A,FALL,2022
S13705,PHY599,A,FALL,2022
S13705,ECE146,B,FALL,2022
S13705,CHEM478,A,FALL,2025
S13705,ECE544,C,WINTER,2023
S13705,ECE383,A,WINTER,2023
S13705,CS103,F,SUMMER,2024
S13706,CHEM457,F,FALL,2026
S13706,MATH293,D,SPRING,2024
S13706,ECE453,C,SUMMER,2023
S13706,MATH503,C,SPRING,2024
S13706,CE291,B,SPRING,2022
S13706,ENG362,C,SPRING,2022
S13706,ME160,A,SUMMER,2026
S13706,CS411,C,SPRING,2022
S13706,ECE338,C,SPRING,2023
S13706,SOC424,A,SUMMER,2022
S13706,CHEM557,A,FALL,2024
S13706,HIST187,B,SPRING,2022
S13706,DS495,F,FALL,2026
S13706,ECON261,B,SUMMER,2024
S13706,HIST396,D,FALL,2026
S13706,ME311,B,FALL,2026
S13706,HIST126,D,WINTER,2026
S13706,ENG548,B,SUMMER,2022
S13706,SOC353,C,FALL,2024
S13706,SOC175,C,SUMMER,2023
S13706,ENG368,C,SUMMER,2022
S13706,CHEM193,B,SUMMER,2024
S13706,SOC523,A,SUMMER,2024
S13706,CE190,B,WINTER,2026
S13706,ECON312,F,SUMMER,2023
S13706,PHY488,B,SUMMER,2025
S13706,PHIL559,B,SUMMER,2026
S13706,ECE407,F,SPRING,2023
S13706,BIO501,C,SPRING,2024
S13706,MATH113,C,WINTER,2025
S13707,MATH573,D,SPRING,2023
S13707,POLI284,B,SPRING,2026
S13707,CHEM387,F,SUMMER,2025
S13707,HIST297,C,FALL,2025
S13707,CE201,C,SPRING,2023
S13707,ENG583,F,FALL,2022
S13707,ECE415,F,SPRING,2022
S13707,CYB290,C,SPRING,2023
S13707,ME311,A,FALL,2025
S13707,POLI215,C,WINTER,2022
S13707,CHEM475,A,SUMMER,2026
S13707,ENG446,B,FALL,2026
S13707,POLI277,B,WINTER,2026
S13707,CE521,A,FALL,2026
S13707,BIO133,A,WINTER,2022
S13707,CYB343,D,SPRING,2026
S13707,DS127,F,WINTER,2026
S13707,DS547,B,FALL,2022
S13707,POLI292,F,SPRING,2026
S13707,SOC122,F,FALL,2023
S13707,ME160,B,FALL,2025
S13707,BIO485,C,WINTER,2024
S13707,PHIL598,C,SPRING,2025
S13707,MATH459,A,WINTER,2023
S13707,BIO309,D,SPRING,2023
S13707,CYB174,A,FALL,2023
S13707,POLI451,C,SPRING,2025
S13707,MATH502,A,SUMMER,2026
S13707,MATH386,B,SUMMER,2025
S13707,CHEM478,C,SUMMER,2026
S13708,MATH237,A,WINTER,2025
S13708,PSY419,D,SUMMER,2022
S13708,CE517,D,SPRING,2023
S13708,BIO309,A,SUMMER,2025
S13708,SOC412,F,WINTER,2024
S13708,PHY147,B,SPRING,2025
S13708,CHEM335,C,FALL,2026
S13708,BIO106,A,SUMMER,2026
S13708,PHY390,B,SPRING,2023
S13708,HIST191,D,SUMMER,2026
S13708,CE120,C,FALL,2025
S13708,PSY563,F,FALL,2025
S13708,CYB153,A,WINTER,2022
S13708,PHIL462,C,FALL,2024
S13708,STAT340,C,SPRING,2023
S13708,CE535,D,FALL,2026
S13708,ECON349,B,WINTER,2022
S13708,BIO320,F,SPRING,2023
S13708,SOC523,B,WINTER,2023
S13708,BIO218,B,SUMMER,2024
S13708,CS367,A,WINTER,2023
S13708,PHIL513,A,SPRING,2024
S13708,ME189,D,WINTER,2022
S13708,SOC472,A,SUMMER,2024
S13708,BIO539,B,SPRING,2024
S13708,CHEM439,B,SPRING,2022
S13708,STAT216,A,WINTER,2025
S13708,STAT227,B,FALL,2024
S13708,CYB458,A,SPRING,2026
S13708,CS279,A,WINTER,2023
S13709,BIO310,C,SUMMER,2026
S13709,CHEM486,A,SPRING,2026
S13709,CHEM194,C,SUMMER,2022
S13709,MATH274,B,SPRING,2025
S13709,ECE530,C,SUMMER,2023
S13709,ME595,F,SUMMER,2024
S13709,BIO133,B,WINTER,2025
S13709,DS186,A,SUMMER,2025
S13709,PHIL308,C,FALL,2026
S13709,SOC401,F,FALL,2026
S13709,CS464,B,SPRING,2024
S13709,CYB449,A,WINTER,2022
S13709,ECON354,B,SUMMER,2022
S13709,PHIL559,A,SUMMER,2023
S13709,PHIL356,B,SPRING,2022
S13709,DS444,B,SUMMER,2025
S13709,CYB223,D,FALL,2026
S13709,SOC248,F,SPRING,2026
S13709,PHY303,D,FALL,2025
S13709,POLI524,D,SUMMER,2024
S13709,STAT467,C,FALL,2023
S13709,CE381,B,SPRING,2026
S13709,PHIL562,C,FALL,2022
S13709,CHEM264,C,WINTER,2024
S13709,ECON117,A,SPRING,2024
S13709,BIO139,C,FALL,2025
S13709,ECE338,A,SPRING,2024
S13709,PSY357,C,FALL,2024
S13709,ECE453,C,SPRING,2025
S13709,ENG159,D,WINTER,2024
S13710,CHEM135,F,SUMMER,2024
S13710,CS109,A,WINTER,2022
S13710,BIO178,A,WINTER,2026
S13710,ENG465,F,FALL,2023
S13710,ME532,B,FALL,2022
S13710,CYB569,F,SPRING,2024
S13710,CHEM285,C,WINTER,2026
S13710,MATH537,D,FALL,2023
S13710,CYB256,A,SPRING,2026
S13710,CE490,C,FALL,2023
S13710,DS495,F,SPRING,2023
S13710,HIST286,B,FALL,2023
S13710,DS186,A,WINTER,2026
S13710,CHEM478,A,SUMMER,2022
S13710,PHIL513,A,SUMMER,2025
S13710,CYB174,A,SUMMER,2024
S13710,BIO552,F,SPRING,2025
S13710,CYB153,B,SUMMER,2023
S13710,ECE544,A,FALL,2022
S13710,SOC445,B,SUMMER,2025
S13710,PHIL132,B,WINTER,2023
S13710,POLI516,C,FALL,2024
S13710,BIO143,C,SPRING,2025
S13710,ENG180,A,SUMMER,2024
S13710,ECE238,A,SUMMER,2025
S13710,CS464,C,FALL,2024
S13710,MATH459,B,SUMMER,2026
S13710,BIO272,F,WINTER,2023
S13710,BIO230,A,WINTER,2023
S13710,ENG492,F,FALL,2026
S13711,POLI438,A,SUMMER,2024
S13711,MATH537,D,FALL,2026
S13711,ECON299,F,FALL,2025
S13711,CYB223,B,FALL,2024
S13711,BIO106,B,FALL,2022
S13711,HIST420,B,FALL,2026
S13711,BIO310,C,SUMMER,2024
S13711,PHIL423,D,SPRING,2026
S13711,ENG362,B,WINTER,2025
S13711,DS171,C,SPRING,2023
S13711,BIO351,A,FALL,2023
S13711,DS184,B,WINTER,2022
S13711,BIO539,B,SPRING,2026
S13711,CHEM332,C,SPRING,2025
S13711,DS196,C,WINTER,2022
S13711,PHIL170,A,SUMMER,2024
S13711,CYB198,C,FALL,2022
S13711,SOC246,A,SUMMER,2023
S13711,ME160,A,FALL,2025
S13711,ECE146,C,FALL,2025
S13711,CHEM199,B,SUMMER,2024
S13711,POLI215,B,WINTER,2024
S13711,MATH506,D,SPRING,2026
S13711,PHIL462,C,WINTER,2026
S13711,BIO169,D,SPRING,2023
S13711,CS526,F,SPRING,2023
S13711,ECE355,A,FALL,2024
S13711,CS586,B,SPRING,2024
S13711,PSY534,C,WINTER,2025
S13711,STAT222,C,WINTER,2024
S13712,CHEM570,B,FALL,2025
S13712,SOC473,D,SUMMER,2025
S13712,PSY531,C,SPRING,2025
S13712,SOC424,B,WINTER,2026
S13712,STAT208,A,FALL,2023
S13712,POLI524,A,SUMMER,2024
S13712,STAT287,B,SUMMER,2025
S13712,PSY558,B,SUMMER,2025
S13712,POLI224,C,SUMMER,2022
S13712,ME118,B,FALL,2023
S13712,PHY590,B,WINTER,2026
S13712,ENG471,F,WINTER,2025
S13712,ECE270,A,SPRING,2022
S13712,ECE530,B,SUMMER,2022
S13712,SOC445,C,SPRING,2023
S13712,BIO334,C,WINTER,2026
S13712,PSY357,C,SPRING,2023
S13712,ME257,A,SPRING,2025
S13712,ME497,A,FALL,2023
S13712,POLI510,B,SPRING,2023
S13712,CS103,B,SPRING,2022
S13712,CHEM319,A,FALL,2023
S13712,PHIL423,A,SPRING,2023
S13712,DS195,C,SUMMER,2024
S13712,CE128,B,WINTER,2022
S13712,CE152,B,FALL,2022
S13712,DS495,B,WINTER,2023
S13712,CE568,F,SPRING,2026
S13712,SOC122,C,FALL,2025
S13712,PHY147,B,SPRING,2022
S13713,ENG492,F,SUMMER,2025
S13713,PHIL423,A,WINTER,2026
S13713,BIO100,B,SPRING,2026
S13713,CE597,B,WINTER,2024
S13713,BIO320,C,SUMMER,2025
S13713,ECE385,B,FALL,2025
S13713,ME107,C,SPRING,2024
S13713,ME491,C,SPRING,2025
S13713,MATH322,C,SPRING,2023
S13713,SOC523,F,SPRING,2024
S13713,CYB153,A,WINTER,2025
S13713,ECE415,B,FALL,2022
S13713,CHEM177,C,SPRING,2022
S13713,SOC364,D,SUMMER,2022
S13713,ECE338,B,SPRING,2026
S13713,DS217,C,SPRING,2024
S13713,DS547,C,SPRING,2024
S13713,ECE355,B,FALL,2025
S13713,CE568,B,SPRING,2022
S13713,STAT208,C,SPRING,2023
S13713,ECE244,B,SUMMER,2025
S13713,POLI307,B,SUMMER,2022
S13713,ECE544,F,SPRING,2025
S13713,CYB575,C,WINTER,2023
S13713,SOC412,B,FALL,2022
S13713,ECON228,C,SPRING,2024
S13713,ENG266,C,SUMMER,2023
S13713,CE200,B,SUMMER,2025
S13713,CE190,A,FALL,2025
S13713,CHEM475,C,SUMMER,2026
S13714,CYB476,F,FALL,2025
S13714,BIO334,D,FALL,2022
S13714,PHY119,C,FALL,2022
S13714,CHEM328,D,SPRING,2024
S13714,SOC472,A,WINTER,2023
S13714,HIST391,B,SUMMER,2026
S13714,ME311,A,WINTER,2022
S13714,ECE270,F,FALL,2025
S13714,ME498,F,SUMMER,2026
S13714,HIST421,B,SPRING,2024
S13714,ME189,B,FALL,2026
S13714,CYB594,C,SUMMER,2024
S13714,SOC541,A,SPRING,2024
S13714,BIO105,C,SUMMER,2026
S13714,CHEM319,D,FALL,2023
S13714,CYB569,C,SPRING,2024
S13714,STAT489,A,WINTER,2022
S13714,CYB154,B,FALL,2024
S13714,PHY333,C,FALL,2026
S13714,STAT287,C,FALL,2024
S13714,SOC504,C,WINTER,2026
S13714,SOC546,C,SUMMER,2022
S13714,CHEM457,A,WINTER,2023
S13714,BIO106,F,SPRING,2022
S13714,POLI234,A,SUMMER,2026
S13714,CHEM439,A,SPRING,2023
S13714,MATH344,A,SPRING,2023
S13714,CYB538,B,SPRING,2024
S13714,HIST297,A,WINTER,2024
S13714,BIO207,A,FALL,2024
S13715,ENG263,F,SPRING,2022
S13715,CE149,C,SPRING,2022
S13715,BIO552,B,SUMMER,2026
S13715,PHY253,B,SPRING,2026
S13715,DS315,F,FALL,2024
S13715,CS305,A,FALL,2026
S13715,STAT592,B,WINTER,2025
S13715,ME160,A,SUMMER,2024
S13715,CE443,C,SPRING,2022
S13715,STAT452,C,SPRING,2023
S13715,POLI545,B,SPRING,2024
S13715,MATH375,B,SUMMER,2022
S13715,POLI510,B,FALL,2023
S13715,CHEM393,C,SUMMER,2025
S13715,ECE530,A,WINTER,2026
S13715,ME577,B,SUMMER,2025
S13715,ME595,A,FALL,2023
S13715,PHY508,C,WINTER,2022
S13715,CE121,A,FALL,2026
S13715,PHY376,A,SUMMER,2024
S13715,CYB256,D,WINTER,2022
S13715,PHIL269,C,SPRING,2023
S13715,ENG283,F,SPRING,2026
S13715,HIST271,B,WINTER,2024
S13715,CS586,A,SPRING,2024
S13715,CE201,B,FALL,2022
